,conteudo,acordao,dia
10, natureza volumes anexos prestação contas fundo desenvolvimentocientífico tecnológico fdct exercício responsável senhor joão césar dottorelatora conselheira naluh maria lima gouveia dos santosprestação contas fundo desenvolvimento científico tecnológicoregularidade comunicação desta decisão atual gestor senhorgovernador estado ao senhor presidente assembléia legislativaarquivamento processovistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirarelatora considerar regulara prestação contas epígrafe responsabilidade senhor joão césardotto diretorpresidente com fulcro inciso do art lei complementarestadual comunicar atual gestor fundo desenvolvimentocientífico tecnológico sobre teor desta decisão comunicar apuradodesta decisão senhor governador estado ao senhor presidente daassembleia legislativa após formalidades estilo pelo arquivamento ausentes justificadamente excelentíssimos senhores conselheirosantônio jorge malheiro antonio cristovão correia demessias rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheira naluh maria lima gouveia dos santosrelatorafui presentejoão izidro melo netoprocuradorchefe mpetceacre,7574,02/02/2012
11, natureza tce relatório gestão fiscal prefeitura municipal dejordão relativo quadrimestre responsável senhor hilário holanda melorelatora conselheira naluh maria lima gouveia dos santosrelatório gestão fiscal prefeitura municipal abertura processoautônomo para fins apuração responsabilidade sobre conteúdo desterelatório com fulcro inciso do art lei federal apensamento destes autos prestação contas exercíciode vistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirarelatora abrir processoautônomo para fins apuração responsabilidade sobre conteúdo desterelatório com fulcro inciso do art lei federal apensar estes autos prestação contas exercício dacâmara municipal jordão para efeito comparação das informaçõespertinentes ausentes justificadamente excelentíssimos senhores conselheirosantônio jorge malheiro antonio cristovão correia demessias rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheira naluh maria lima gouveia dos santosrelatorafui presentejoão izidro melo netoprocuradorchefe mpetceacre,7575,02/02/2012
12, natureza anexos prestação contas fundo municipal dos direitos dacriança do adolescente exercício responsáveisrelatorsenhores estefânia maria pereira pontes josé fernandesdo rêgo maria janete sousa dos santos moacir fecuryferreira silvaconselheiro josé augusto araújo fariaprestação contas fundo municipal dos direitos criança doadolescente inconsistência apontada inventário dos bens móveis nobalanço patrimonial regularidade com ressalvavistos relatados discutidos autos processoacima identificado acordam membros tribunal contas estado doacre à unanimidade nos termos voto conselheirorelator considerarregular com ressalva prestação contas fundo municipal dos direitos dacriança do adolescente exercício orçamentário financeiro deresponsabilidade senhora estefânia maria pereira pontes secretáriamunicipal dos secretários municipais exercício senhor josé fernandes dorêgo senhora maria janete souza dos santos senhor moacir fecury ferreirada silva com fulcro inciso iii art lei complementar estadual face inconsistência apontada inventário dos bens móveis nobalanço patrimonial tendo vista que essas alterações realizadas não vieramacompanhadas notas explicativas após formalidades estilo peloarquivamento rio branco / / conselheiro ronald polanco ribeiro presidente conselheiro josé augusto araújo fariarelator,7915,04/10/2012
13, natureza tce prestação contas fundo pesquisa preservaçãodo patrimônio histórico cultural acre exercício responsáveis senhores jorge henrique de queiroz franciscogregório silva filhorelator conselheiro josé augusto araújo fariaprestação contas fundo pesquisa preservação patrimôniohistórico cultural acre ocorrência pagamento descordo comrecursos fundo falta envio fundamentação legal pararecrutamento pessoal por meio grupo trabalho irregularidadenotificação não aplicação multa ausência contraditórioarquivamento processovistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar irregulara prestação contas epígrafe responsabilidade dos senhores jorgehenrique de queiroz período franciscogregório silva filho período diretorespresidentes à época com fulcro alínea do inciso iii art leicomplementar estadual face aocorrência pagamento emdescordo com recursos fundo contrariando lei estadual bfaltade envio fundamentação legal para recrutamento pessoal por meio grupode trabalho notificar atual dirigente fundo para que prazo trintadias contar desta notificação promova regulamentação exigida pelo caput doart lei não aplicar multa senhor francisco gregório dasilva filho posto que outras faltas foram levantadas sem oportunidade decontraditório uma vez que respectivo mandado foi endereçado senhor danielqueiroz santana fls estando prescrita medida segundo ajurisprudência corte após formalidades estilo pelo arquivamento rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheiro josé augusto araújo fariarelator,7577,09/02/2012
14, natureza volumes anexos prestação contas fundo estadual saúde fundes exercício responsável senhora suely souza melo costarelator conselheiro valmir gomes ribeiro prestação contas fundo estadual saúde ausência assinatura doresponsável pela contabilidade nos demonstrativos divergência nos valores dasmutações patrimoniais divergência inscrição restos pagar com odemonstrado relação empenhos pagar contratação pessoal portempo determinado sem devida fundamentação regularidade com ressalvavistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar regularcom ressalva prestação contas fundo estadual saúde fundes exercício orçamentário financeiro responsabilidade senhora suelyde souza melo costa secretária estado saúde à época com fulcro noinciso do art lce valendo como ressalva aausência deassinatura responsável pela contabilidade nos demonstrativos divergêncianos valores das mutações patrimoniais a divergência inscrição restos apagar com demonstrado relação empenhos pagar da contratação depessoal por tempo determinado sem devida fundamentação após asformalidades estilo pelo arquivamento ausente justificadamente excelentíssimo senhor conselheiropresidente ronald polancoribeiro rio branco / / conselheira dulcinéa benício araújo presidenta exercício conselheiro valmir gomes ribeiro relatorfui presente joão izidro melo neto procuradorchefe mpetceacre,7782,14/06/2012
15, natureza tce prestação contas fundo pesquisa preservaçãodo patrimônio histórico cultural acre exercício responsável senhor francisco gregório silva filhorelator conselheiro josé augusto araújo fariaprestação contas fundo pesquisa preservação patrimôniohistórico cultural acre não confirmação incorporação dos bensadquiridos pelo fundo pesquisa preservação patrimônio histórico ecultural estado acre exercício incorporado patrimônio dafundação elias mansour regularidade com ressalva arquivamento doprocessovistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar regularcom ressalva prestação contas epígrafe responsabilidade senhorfrancisco gregório silva filho presidente à época com fulcro inciso doart lei complementar estadual valendo como ressalva nãoconfirmação incorporação dos bens adquiridos pelo fundo pesquisa epreservação patrimônio histórico cultural estado acre exercício eincorporado patrimônio fundação elias mansour após formalidades deestilo pelo arquivamento rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheiro josé augusto araújo fariarelatorfui presentejoão izidro melo netoprocuradorchefe mpetceacre,7578,09/02/2012
16, natureza anexos prestação contas secretaria estado floresta sef exercício responsável senhor carlos ovídio duarte rocharelator conselheiro antonio cristovão correia messias prestação contas secretaria estado floresta falhas formaisregularidade com ressalva correção saldo patrimonial notificaçãoregistro autuação separado para análise documentaçãoconstante anexo que trata prestação contas fundo estadualde floresta exercício vistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar regularcom ressalva prestação contas secretaria estado floresta exercícioorçamentário financeiro responsabilidade senhor carlos ovídioduarte rocha secretário estado à época com fulcro inciso do art dalei complementar estadual valendo como ressalva falhas formaisapontadas pela igce fls notificar atual gestor para prazode sessenta dias tomar conhecimento apurado demonstrar estetribunal contas correção saldo patrimonial sob pena responsabilidadelce art inciso vii registrar autuar separado para análise documentação constante anexo que trata prestação decontas fundo estadual floresta exercício após formalidades deestilo pelo arquivamento ausente justificadamente excelentíssimosenhor conselheiropresidente ronald polancoribeiro rio branco / / conselheira dulcinéa benício araújo presidenta exercício conselheiro antonio cristovão correia messias relatorfui presente joão izidro melo neto procuradorchefe mpetceacre,7785,14/06/2012
17, natureza anexo prestação contas instituto terras acre iteracre exercício responsável senhor josé henrique corintorelator conselheiro valmir gomes ribeiroprestação contas instituto terras acre divergência valor daprevisão receita balanço orçamentário a dotação inicial disposta nodemonstrativo dos créditos adicionais regularidade arquivamento doprocessovistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar regularcom ressalva prestação contas epígrafe responsabilidade senhorjosé henrique corinto moura diretorpresidente à época com fulcro noinciso do art lei complementar estadual valendo como ressalvaa divergência valor previsão receita balanço orçamentário a dotaçãoinicial disposta demonstrativo dos créditos adicionais após formalidades deestilo pelo arquivamento rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheiro valmir gomes ribeirorelatorfui presentejoão izidro melo netoprocuradorchefe mpetceacre,7581,09/02/2012
18, natureza anexos prestação contas secretaria estado floresta sef exercício responsável senhor carlos ovídio duarte rocharelator conselheiro antonio cristovão correia messias prestação contas secretaria estado floresta falhas formaisregularidade com ressalva correção saldo patrimonial notificaçãoregistro autuação separado para análise documentaçãoconstante anexo que trata prestação contas fundo estadualde floresta exercício vistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar regularcom ressalva prestação contas secretaria estado floresta exercícioorçamentário financeiro responsabilidade senhor carlos ovídioduarte rocha secretário estado à época com fulcro inciso do art dalei complementar estadual valendo como ressalva falhas formaisapontadas pela igce fls notificar atual gestor para prazode sessenta dias tomar conhecimento apurado demonstrar estetribunal contas correção saldo patrimonial sob pena responsabilidadelce art inciso vii registrar autuar separado para análise documentação constante anexo que trata prestação decontas fundo estadual floresta exercício após formalidades deestilo pelo arquivamento ausente justificadamente excelentíssimosenhor conselheiropresidente ronald polancoribeiro rio branco / / conselheira dulcinéa benício araújo presidenta exercício conselheiro antonio cristovão correia messias relatorfui presente joão izidro melo neto procuradorchefe mpetceacre,7785,14/06/2012
19, natureza tce prestação contas secretaria extrativismo eprodução familiar estado acre seprof exercíciode responsável senhora denise regina garrafielrelator conselheiro valmir gomes ribeiroprestação contas secretaria extrativismo produção familiar doestado acre ausência nome assinatura responsável pelacontabilidade ausência dos atos que designaram comissões paraproceder inventário anual do inventário geral bens móveisdivergência valores entre variação constante anexo e oinventário físico regularidade com ressalva arquivamento processovistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar regularcom ressalva prestação contas epígrafe responsabilidade senhoradenise regina garrafiel secretária estado com fulcro inciso do art lei complementar estadual valendo como ressalva ausência donome assinatura responsável pela contabilidade dos atos que designaram ascomissões para proceder inventário anual do inventário geral bens móveise divergência valores entre variação constante anexo fl oinventário físico após formalidades estilo pelo arquivamento rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheiro valmir gomes ribeirorelatorfui presentejoão izidro melo netoprocuradorchefe mpetceacre,7582,09/02/2012
20, natureza tce prestação contas câmara municipal xapuri exercício responsável senhor ronaldo cosmo ferrazrelator conselheiro antônio jorge malheiroprestação contas câmara municipal não apresentação dodemonstrativo das licitações realizadas exercício do demonstrativo doscontratos acordos celebrados regularidade com ressalva arquivamentodo processovistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar regularcom ressalva prestação contas epígrafe responsabilidade senhorronaldo cosmo ferraz presidente com fulcro inciso do art lce valendo como ressalva não apresentação demonstrativo das licitaçõesrealizadas exercício do demonstrativo dos contratos acordos celebradosapós formalidades estilo pelo arquivamento rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheiro antônio jorge malheiro relatorfui presente joão izidro melo netoprocuradorchefe mpetceacre,7585,09/02/2012
21, natureza tce prestação contas corpo bombeiros militar doestado acre exercício responsável senhor josé henrique barbosa albuquerquerelator conselheiro antônio jorge malheiroprestação contas corpo bombeiros militar estado acreapresentação relatório circunstanciado incompleto ausência dodemonstrativo anual dos contratos das licitações realizadas ausência dacópia dos atos que designaram comissões para proceder inventárioanual material permanente de consumo não identificação dasdespesas órgão com vencimentos vantagens fixas regularidade comressalva arquivamento processovistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar regularcom ressalvas prestação contas epígrafe responsabilidade senhorjosé henrique barbosa albuquerque comandante geral com fulcro noinciso do art lce valendo como ressalvas aapresentação derelatório circunstanciado incompleto bausência demonstrativo anual doscontratos das licitações realizadas causência cópia dos atos que designaramas comissões para proceder inventário anual material permanente deconsumo dnão identificação das despesas órgão com vencimentos evantagens fixas após formalidades estilo pelo arquivamento rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheiro antônio jorge malheirorelatorfui presentejoão izidro melo netoprocuradorchefe mpetceacre,7586,09/02/2012
22, natureza tce prestação contas gabinete vicegovernador doacre exercício responsável senhor carlos césar correia messiasrelatora conselheira dulcinéa benício araújoprestação contas gabinete vicegovernador acre falta deassinatura profissional área contabilidade nos demonstrativoscontábeis regularidade com ressalva arquivamento processovistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirarelatora considerar regularcom ressalva prestação contas epígrafe responsabilidade senhorcarlos césar correia messias vicegovernador com fulcro inciso do art lei complementar estadual valendo como ressalva falta deassinatura profissional área contabilidade nos demonstrativoscontábeis após formalidades estilo pelo arquivamento oexcelentíssimo senhor conselheiro antonio cristovão correia messiasjulgouse impedido para votar neste com fulcro inciso viii art ri resolução o art lce rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheira dulcinéa benício araújorelatorafui presentejoão izidro melo netoprocuradorchefe mpetceacre,7589,09/02/2012
23, natureza tce prestação contas fundo manutenção edesenvolvimento ensino fundamental de valorizaçãodo magistério fundef exercício responsável senhora maria corrêa silvarelatora conselheira dulcinéa benício araújoprestação contas fundo manutenção desenvolvimento ensinofundamental de valorização magistério ausência registro valorde conta almoxarifado causando com isso falha controledo almoxarifado regularidade com ressalva arquivamento processovistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirarelatora considerar regularcom ressalva prestação contas epígrafe responsabilidade senhoramaria corrêa silva com fulcro inciso do art lei complementarestadual valendo como ressalva ausência registro valor r sessenta mil setecentos oitenta um reais sessenta trêscentavos conta almoxarifado causando com isso falha controle doalmoxarifado após formalidades estilo pelo arquivamento rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheira dulcinéa benício araújorelatorafui presentejoão izidro melo netoprocuradorchefe mpetceacre,7590,09/02/2012
24, natureza tce relatório gestão fiscal prefeitura municipal detarauacá relativo semestre responsável senhor erisvando torquato nascimentorelatora conselheira naluh maria lima gouveia dos santosrelatório gestão fiscal prefeitura municipal registro autuação em separado apensamento destes autos deprestação contas exercício vistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirarelatora registrar eautuar separado para fins apuração responsabilidade sobre oconteúdo deste relatório com fulcro inciso do art lei federal apensar estes autos prestação contasdo exercício para comparação informaçõespertinentes rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheira naluh maria lima gouveia dos santosrelatorafui presentejoão izidro melo netoprocuradorchefe mpetceacre,7591,09/02/2012
25, natureza tce relatório gestão fiscal prefeitura municipal feijó relativo semestre responsável senhor raimundo ferreira pinheirorelatora conselheira naluh maria lima gouveia dos santosrelatório gestão fiscal prefeitura municipal registro autuação em separado apensamento destes autos deprestação contas exercício vistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirarelatora registrar eautuar separado para fins apuração responsabilidade sobre oconteúdo deste relatório com fulcro inciso do art lei federal apensar estes autos prestação contasdo exercício para comparação informaçõespertinentes rio branco / / conselheiro ronald polanco ribeiropresidente tceacreconselheira naluh maria lima gouveia dos santosrelatorafui presentejoão izidro melo netoprocuradorchefe mpetceacre,7592,09/02/2012
26, natureza tce prestação contas fundo reaparelhamento policial furepol sesp exercício responsável senhora márcia regina souza pereirarelator conselheiro valmir gomes ribeiro prestação contas fundo reaparelhamento policial furepol sespausência nome profissional área contábil rol dos responsáveisdivergência informações entre demonstrativo das licitações realizadascom relação bens adquiridos exercício regularidade com ressalvavistos relatados discutidos autos acimaidentificado acordam membros por maioria nos termos voto conselheirorelator com voto desempatedo conselheiropresidente considerar regular com ressalva prestação decontas fundo reaparelhamento policial furepol sesp exercícioorçamentário financeiro responsabilidade senhora márcia reginade souza pereira secretária estado à época com fulcro inciso do art lei complementar estadual valendo como ressalva a ausênciado nome profissional área contábil rol dos responsáveis conformedetermina inciso do anexo vii resolução b adivergência informações entre demonstrativo das licitações realizadas com arelação bens adquiridos exercício vencidos parte conselheirosantônio jorge malheiro antonio cristovão correia messias a conselheiradulcinéa benício araújo que votaram pela exclusão ressalva após asformalidades estilo pelo arquivamento rio branco / / conselheiro ronald polanco ribeiro presidente tceacreconselheiro valmir gomes ribeiro relatorfui presente joão izidro melo neto,7797,21/06/2012
27, natureza tce prestação contas câmara municipal bujari exercíciode responsável senhor francisco chagas souza bessarelator conselheiro antônio jorge malheiro prestação contas câmara municipal regularidadevistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar regular aprestação contas câmara municipal bujari exercício orçamentário efinanceiro responsabilidade senhor francisco chagas souzabessa presidente com fulcro inciso do art lei complementar estadualn após formalidades estilo pelo arquivamento rio branco / / conselheiro ronald polanco ribeiro presidente tceacreconselheiro antônio jorge malheiro relatorfui presente joão izidro melo neto procuradorchefe mpetceacre,7798,21/06/2012
28, natureza volumes anexos prestação contas tribunal justiça estado acre exercício responsável senhor desembargador pedro ranzirelator conselheiro antonio cristovão correia messias prestação contas tribunal justiça estado acre regularidadevistos relatados discutidos autos acimaidentificado acordam membros à unanimidade nos termos voto conselheirorelator considerar regular aprestação contas tribunal justiça estado acre exercícioorçamentário financeiro responsabilidade senhor desembargadorpedro ranzi presidente à época com fulcro inciso do art lce após formalidades estilo pelo arquivamento rio branco / / conselheiro ronald polanco ribeiro presidente tceacreconselheiro antonio cristovão correia messias relatorfui presente joão izidro melo neto procuradorchefe mpetceacre,7799,21/06/2012
